Equipment ID	Name	Type	Icon	Img	Required Level	Price	HP	MP	Melee	Shoot	Armor	Evasion	Accuracy	Lethality	Corrosion	Resistance	Initiative	Counterattack	Block	Armor Penetration	Particle Shield	Energy Recovery	Life Recovery	Attack Times
1515	霸者芯片	5	IconSet2-3	0	50	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1516	钛元素芯片	5	IconSet2-3	0	50	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1517	钯元素芯片	5	IconSet2-3	0	50	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1518	氪元素芯片	5	IconSet2-3	0	50	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1601	合金肩甲	8	IconSet2-12	0	8	100	0	0	0	0	62	0	0	0	0	0	36	0	0	0	0	0	0	0
1602	碳钢肩甲	9	IconSet2-12	0	15	300	0	0	0	0	97	0	0	0	0	0	54	0	0	0	0	0	0	0
1603	超合肩甲	10	IconSet2-12	0	20	600	0	0	0	0	122	0	0	0	0	0	68	0	0	0	0	0	0	0
1604	守护肩甲	8	IconSet2-12	0	25	900	0	0	0	0	162	0	0	0	0	0	74	0	0	0	0	0	0	0
1605	光离肩甲	9	IconSet2-12	0	25	900	0	0	0	0	132	0	0	0	0	0	90	0	0	0	0	0	0	0
1606	动能肩甲	10	IconSet2-12	0	25	900	0	0	0	0	147	0	0	0	0	0	82	0	0	0	0	0	0	0
1607	钻石肩甲	8	IconSet2-12	0	30	1300	0	0	0	0	189	0	0	0	0	0	87	0	0	0	0	0	0	0
1608	深蓝肩甲	9	IconSet2-12	0	30	1300	0	0	0	0	155	0	0	0	0	0	106	0	0	0	0	0	0	0
1609	复合肩甲	10	IconSet2-12	0	30	1300	0	0	0	0	172	0	0	0	0	0	97	0	0	0	0	0	0	0
1610	黄昏肩甲	8	IconSet2-12	0	35	1800	0	0	0	0	217	0	0	0	0	0	101	0	0	0	0	0	0	0
1611	邪恶肩甲	9	IconSet2-12	0	35	1800	0	0	0	0	177	0	0	0	0	0	123	0	0	0	0	0	0	0
1612	电磁肩甲	10	IconSet2-12	0	35	1800	0	0	0	0	197	0	0	0	0	0	112	0	0	0	0	0	0	0
1613	末日肩甲	8	IconSet2-12	0	40	2300	0	0	0	0	244	0	0	0	0	0	115	0	0	0	0	0	0	0
1614	恐怖肩甲	9	IconSet2-12	0	40	2300	0	0	0	0	200	0	0	0	0	0	141	0	0	0	0	0	0	0
1615	光子肩甲	10	IconSet2-12	0	40	2300	0	0	0	0	222	0	0	0	0	0	128	0	0	0	0	0	0	0
1616	赤炎肩甲	8	IconSet2-12	0	45	2300	0	0	0	0	299	0	0	0	0	0	143	0	0	0	0	0	0	0
1617	影月肩甲	9	IconSet2-12	0	45	2300	0	0	0	0	244	0	0	0	0	0	174	0	0	0	0	0	0	0
1618	霓霞肩甲	10	IconSet2-12	0	45	2300	0	0	0	0	271	0	0	0	0	0	159	0	0	0	0	0	0	0
1619	重质纳米肩甲	8	IconSet2-12	0	45	2300	0	0	0	0	328	0	0	0	0	0	159	0	0	0	0	0	0	0
1620	轻质纳米肩甲	9	IconSet2-12	0	45	2300	0	0	0	0	269	0	0	0	0	0	195	0	0	0	0	0	0	0
1621	绞合纳米肩甲	10	IconSet2-12	0	45	2300	0	0	0	0	299	0	0	0	0	0	178	0	0	0	0	0	0	0
1622	相对转移肩甲	8	IconSet2-12	0	50	2300	0	0	0	0	389	0	0	0	0	0	194	0	0	0	0	0	0	0
1623	电磁防御肩甲	9	IconSet2-12	0	50	2300	0	0	0	0	319	0	0	0	0	0	238	0	0	0	0	0	0	0
1624	钛金防弹肩甲	10	IconSet2-12	0	50	2300	0	0	0	0	354	0	0	0	0	0	216	0	0	0	0	0	0	0
1701	合金胸铠	11	IconSet2-13	0	10	300	1440	0	0	0	116	28	0	0	0	0	0	0	0	0	0	0	0	0
1702	碳钢胸铠	12	IconSet2-13	0	15	600	2000	0	0	0	156	33	0	0	0	0	0	0	0	0	0	0	0	0
1703	超合胸铠	13	IconSet2-13	0	20	1100	2560	0	0	0	196	39	0	0	0	0	0	0	0	0	0	0	0	0
1704	守护胸铠	11	IconSet2-13	0	25	1800	3120	0	0	0	259	41	0	0	0	0	0	0	0	0	0	0	0	0
1705	光离胸铠	12	IconSet2-13	0	25	1800	3120	0	0	0	212	63	0	0	0	0	0	0	0	0	0	0	0	0
1706	动能胸铠	13	IconSet2-13	0	25	1800	3120	0	0	0	236	45	0	0	0	0	0	0	0	0	0	0	0	0
1707	钻石胸铠	11	IconSet2-13	0	30	2600	3680	0	0	0	303	46	0	0	0	0	0	0	0	0	0	0	0	0
1708	深蓝胸铠	12	IconSet2-13	0	30	2600	3680	0	0	0	248	71	0	0	0	0	0	0	0	0	0	0	0	0
1709	复合胸铠	13	IconSet2-13	0	30	2600	3680	0	0	0	276	51	0	0	0	0	0	0	0	0	0	0	0	0
1710	黄昏胸铠	11	IconSet2-13	0	35	3500	4240	0	0	0	347	51	0	0	0	0	0	0	0	0	0	0	0	0
1711	邪恶胸铠	12	IconSet2-13	0	35	3500	4240	0	0	0	284	80	0	0	0	0	0	0	0	0	0	0	0	0
1712	电磁胸铠	13	IconSet2-13	0	35	3500	4240	0	0	0	316	57	0	0	0	0	0	0	0	0	0	0	0	0
1713	末日胸铠	11	IconSet2-13	0	40	4600	4800	0	0	0	391	58	0	0	0	0	0	0	0	0	0	0	0	0
1714	恐怖胸铠	12	IconSet2-13	0	40	4600	4800	0	0	0	320	90	0	0	0	0	0	0	0	0	0	0	0	0
1715	光子胸铠	13	IconSet2-13	0	40	4600	4800	0	0	0	356	64	0	0	0	0	0	0	0	0	0	0	0	0
1716	赤炎胸铠	11	IconSet2-13	0	45	4600	5896	0	0	0	478	70	0	0	0	0	0	0	0	0	0	0	0	0
1717	影月胸铠	12	IconSet2-13	0	45	4600	5896	0	0	0	391	108	0	0	0	0	0	0	0	0	0	0	0	0
1718	霓霞胸铠	13	IconSet2-13	0	45	4600	5896	0	0	0	435	78	0	0	0	0	0	0	0	0	0	0	0	0
1719	重质纳米胸铠	11	IconSet2-13	0	45	4600	5896	0	0	0	526	77	0	0	0	0	0	0	0	0	0	0	0	0
1720	轻质纳米胸铠	12	IconSet2-13	0	45	4600	5896	0	0	0	431	119	0	0	0	0	0	0	0	0	0	0	0	0
1721	绞合纳米胸铠	13	IconSet2-13	0	45	4600	5896	0	0	0	479	85	0	0	0	0	0	0	0	0	0	0	0	0
1722	相对转移胸铠	11	IconSet2-13	0	50	4600	5896	0	0	0	623	92	0	0	0	0	0	0	0	0	0	0	0	0
1723	电磁防御胸铠	12	IconSet2-13	0	50	4600	5896	0	0	0	510	144	0	0	0	0	0	0	0	0	0	0	0	0
1724	钛金防弹胸铠	13	IconSet2-13	0	50	4600	5896	0	0	0	567	102	0	0	0	0	0	0	0	0	0	0	0	0
1801	合金头铠	14	IconSet2-14	0	12	300	0	0	0	0	90	0	0	0	0	15	0	0	0	0	0	0	0	0
1802	碳钢头铠	15	IconSet2-14	0	15	500	0	0	0	0	107	0	0	0	0	18	0	0	0	0	0	0	0	0
1803	超合头铠	16	IconSet2-14	0	20	900	0	0	0	0	134	0	0	0	0	23	0	0	0	0	0	0	0	0
1804	守护头盔	14	IconSet2-14	0	25	1400	0	0	0	0	178	0	0	0	0	28	0	0	0	0	0	0	0	0
1805	光离头盔	15	IconSet2-14	0	25	1400	0	0	0	0	146	0	0	0	0	25	0	0	0	0	0	0	0	0
1806	动能头盔	16	IconSet2-14	0	25	1400	0	0	0	0	162	0	0	0	0	34	0	0	0	0	0	0	0	0
1807	钻石头盔	14	IconSet2-14	0	30	2100	0	0	0	0	208	0	0	0	0	34	0	0	0	0	0	0	0	0
1808	深蓝头盔	15	IconSet2-14	0	30	2100	0	0	0	0	170	0	0	0	0	30	0	0	0	0	0	0	0	0
1809	复合头盔	16	IconSet2-14	0	30	2100	0	0	0	0	189	0	0	0	0	40	0	0	0	0	0	0	0	0
1810	黄昏头铠	14	IconSet2-14	0	35	2800	0	0	0	0	238	0	0	0	0	39	0	0	0	0	0	0	0	0
1811	邪恶头铠	15	IconSet2-14	0	35	2800	0	0	0	0	195	0	0	0	0	35	0	0	0	0	0	0	0	0
1812	电磁头铠	16	IconSet2-14	0	35	2800	0	0	0	0	217	0	0	0	0	46	0	0	0	0	0	0	0	0
1813	末日头铠	14	IconSet2-14	0	40	3700	0	0	0	0	269	0	0	0	0	44	0	0	0	0	0	0	0	0
1814	恐怖头铠	15	IconSet2-14	0	40	3700	0	0	0	0	220	0	0	0	0	40	0	0	0	0	0	0	0	0
1815	光子头铠	16	IconSet2-14	0	40	3700	0	0	0	0	244	0	0	0	0	53	0	0	0	0	0	0	0	0
1816	赤炎头铠	14	IconSet2-14	0	45	3700	0	0	0	0	328	0	0	0	0	53	0	0	0	0	0	0	0	0
1817	影月头铠	15	IconSet2-14	0	45	3700	0	0	0	0	269	0	0	0	0	48	0	0	0	0	0	0	0	0
1818	霓霞头铠	16	IconSet2-14	0	45	3700	0	0	0	0	299	0	0	0	0	64	0	0	0	0	0	0	0	0
1819	重质纳米头铠	14	IconSet2-14	0	45	3700	0	0	0	0	361	0	0	0	0	60	0	0	0	0	0	0	0	0
1820	轻质纳米头铠	15	IconSet2-14	0	45	3700	0	0	0	0	295	0	0	0	0	53	0	0	0	0	0	0	0	0
1821	绞合纳米头铠	16	IconSet2-14	0	45	3700	0	0	0	0	328	0	0	0	0	72	0	0	0	0	0	0	0	0
1822	相对转移头铠	14	IconSet2-14	0	50	3700	0	0	0	0	429	0	0	0	0	71	0	0	0	0	0	0	0	0
1823	电磁防御头铠	15	IconSet2-14	0	50	3700	0	0	0	0	350	0	0	0	0	63	0	0	0	0	0	0	0	0
1824	钛金防弹头铠	16	IconSet2-14	0	50	3700	0	0	0	0	389	0	0	0	0	85	0	0	0	0	0	0	0	0
1901	合金腿铠	17	IconSet2-15	0	14	350	0	0	0	0	92	0	0	29	0	0	0	0	0	0	0	0	0	0
1902	碳钢腿铠	18	IconSet2-15	0	15	400	0	0	0	0	97	0	0	30	0	0	0	0	0	0	0	0	0	0
1903	超合腿铠	19	IconSet2-15	0	20	700	0	0	0	0	122	0	0	37	0	0	0	0	0	0	0	0	0	0
1904	守护腿铠	17	IconSet2-15	0	25	1100	0	0	0	0	162	0	0	48	0	0	0	0	0	0	0	0	0	0
1905	光离腿铠	18	IconSet2-15	0	25	1100	0	0	0	0	132	0	0	35	0	0	0	0	0	0	0	0	0	0
1906	动能腿铠	19	IconSet2-15	0	25	1100	0	0	0	0	147	0	0	39	0	0	0	0	0	0	0	0	0	0
1907	钻石腿铠	17	IconSet2-15	0	30	1600	0	0	0	0	189	0	0	56	0	0	0	0	0	0	0	0	0	0
1908	深蓝腿铠	18	IconSet2-15	0	30	1600	0	0	0	0	155	0	0	40	0	0	0	0	0	0	0	0	0	0
1909	复合腿铠	19	IconSet2-15	0	30	1600	0	0	0	0	172	0	0	45	0	0	0	0	0	0	0	0	0	0
1910	黄昏腿铠	17	IconSet2-15	0	35	2200	0	0	0	0	217	0	0	63	0	0	0	0	0	0	0	0	0	0
1911	邪恶腿铠	18	IconSet2-15	0	35	2200	0	0	0	0	177	0	0	46	0	0	0	0	0	0	0	0	0	0
1912	电磁腿铠	19	IconSet2-15	0	35	2200	0	0	0	0	197	0	0	52	0	0	0	0	0	0	0	0	0	0
1913	末日腿铠	17	IconSet2-15	0	40	2900	0	0	0	0	244	0	0	71	0	0	0	0	0	0	0	0	0	0
1914	恐怖腿铠	18	IconSet2-15	0	40	2900	0	0	0	0	200	0	0	52	0	0	0	0	0	0	0	0	0	0
1915	光子腿铠	19	IconSet2-15	0	40	2900	0	0	0	0	222	0	0	58	0	0	0	0	0	0	0	0	0	0
1916	赤炎腿铠	17	IconSet2-15	0	45	2900	0	0	0	0	299	0	0	86	0	0	0	0	0	0	0	0	0	0
1917	影月腿铠	18	IconSet2-15	0	45	2900	0	0	0	0	244	0	0	62	0	0	0	0	0	0	0	0	0	0
1918	霓霞腿铠	19	IconSet2-15	0	45	2900	0	0	0	0	271	0	0	70	0	0	0	0	0	0	0	0	0	0
1919	重质纳米腿铠	17	IconSet2-15	0	45	2900	0	0	0	0	359	0	0	103	0	0	0	0	0	0	0	0	0	0
1920	轻质纳米腿铠	18	IconSet2-15	0	45	2900	0	0	0	0	293	0	0	74	0	0	0	0	0	0	0	0	0	0
1921	绞合纳米腿铠	19	IconSet2-15	0	45	2900	0	0	0	0	326	0	0	84	0	0	0	0	0	0	0	0	0	0
1922	相对转移腿铠	17	IconSet2-15	0	50	2900	0	0	0	0	389	0	0	112	0	0	0	0	0	0	0	0	0	0
1923	电磁防御腿铠	18	IconSet2-15	0	50	2900	0	0	0	0	319	0	0	91	0	0	0	0	0	0	0	0	0	0
1924	钛金防弹腿铠	19	IconSet2-15	0	50	2900	0	0	0	0	354	0	0	91	0	0	0	0	0	0	0	0	0	0
2001	合金手铠	20	IconSet2-23	0	14	450	0	1254	0	0	0	0	25	0	0	0	0	0	0	210	0	0	0	0
2002	碳钢手铠	21	IconSet2-23	0	15	500	0	1331	0	0	0	0	25	0	0	0	0	0	0	225	0	0	0	0
2003	超合手铠	22	IconSet2-23	0	20	900	0	1716	0	0	0	0	26	0	0	0	0	0	0	300	0	0	0	0
2004	守护手铠	20	IconSet2-23	0	25	1400	0	2101	0	0	0	0	27	0	0	0	0	0	0	375	0	0	0	0
2005	光离手铠	21	IconSet2-23	0	25	1400	0	2101	0	0	0	0	30	0	0	0	0	0	0	375	0	0	0	0
2006	动能手铠	22	IconSet2-23	0	25	1400	0	2101	0	0	0	0	36	0	0	0	0	0	0	375	0	0	0	0
2007	钻石手铠	20	IconSet2-23	0	30	2000	0	2486	0	0	0	0	35	0	0	0	0	0	0	450	0	0	0	0
2008	深蓝手铠	21	IconSet2-23	0	30	2000	0	2486	0	0	0	0	39	0	0	0	0	0	0	450	0	0	0	0
2009	复合手铠	22	IconSet2-23	0	30	2000	0	2486	0	0	0	0	46	0	0	0	0	0	0	450	0	0	0	0
2010	黄昏手铠	20	IconSet2-23	0	35	2800	0	2871	0	0	0	0	39	0	0	0	0	0	0	525	0	0	0	0
2011	邪恶手铠	21	IconSet2-23	0	35	2800	0	2871	0	0	0	0	44	0	0	0	0	0	0	525	0	0	0	0
2012	电磁手铠	22	IconSet2-23	0	35	2800	0	2871	0	0	0	0	52	0	0	0	0	0	0	525	0	0	0	0
2013	末日手铠	20	IconSet2-23	0	40	3600	0	3256	0	0	0	0	44	0	0	0	0	0	0	600	0	0	0	0
2014	恐怖手铠	21	IconSet2-23	0	40	3600	0	3256	0	0	0	0	48	0	0	0	0	0	0	600	0	0	0	0
2015	光子手铠	22	IconSet2-23	0	40	3600	0	3256	0	0	0	0	58	0	0	0	0	0	0	600	0	0	0	0
2016	赤炎手铠	20	IconSet2-23	0	45	3600	0	4005	0	0	0	0	52	0	0	0	0	0	0	742	0	0	0	0
2017	影月手铠	21	IconSet2-23	0	45	3600	0	4005	0	0	0	0	58	0	0	0	0	0	0	742	0	0	0	0
2018	霓霞手铠	22	IconSet2-23	0	45	3600	0	4005	0	0	0	0	70	0	0	0	0	0	0	742	0	0	0	0
2019	重质纳米手铠	20	IconSet2-23	0	45	3600	0	4428	0	0	0	0	58	0	0	0	0	0	0	825	0	0	0	0
2020	轻质纳米手铠	21	IconSet2-23	0	45	3600	0	4649	0	0	0	0	64	0	0	0	0	0	0	825	0	0	0	0
2021	绞合纳米手铠	22	IconSet2-23	0	45	3600	0	5091	0	0	0	0	78	0	0	0	0	0	0	825	0	0	0	0
2022	相对转移手铠	20	IconSet2-23	0	50	3600	0	4852	0	0	0	0	62	0	0	0	0	0	0	907	0	0	0	0
2023	电磁防御手铠	21	IconSet2-23	0	50	3600	0	5094	0	0	0	0	70	0	0	0	0	0	0	907	0	0	0	0
2024	钛金防弹手铠	22	IconSet2-23	0	50	3600	0	5597	0	0	0	0	84	0	0	0	0	0	0	907	0	0	0	0
